paper_experiment_id,paper_group,benchmark,stage,split,history_index,loop_id,selected,derived,dataset,metric,value,unit,formula
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_logp,valid_smiles_rate,76.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_qed,best_rate,12.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_qed,mean_improvement,0.1,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_qed,scaffold_hard,22.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_qed,scaffold_soft,32.93,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_qed,success_rate,46.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_qed,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_qed,valid_score_rate,60.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_qed,valid_smiles_rate,60.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_solubility,best_rate,42.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_solubility,mean_improvement,0.77,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_solubility,scaffold_hard,20.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_solubility,scaffold_soft,34.87,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_solubility,success_rate,52.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_solubility,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_solubility,valid_score_rate,66.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,baseline,validation,,,False,False,chemcotbench_mol_opt_solubility,valid_smiles_rate,66.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,True,__paper_aggregate__,success_rate,31.333333333333332,percent,unweighted mean success_rate across six optimization views
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,True,__paper_aggregate__,valid_smiles_rate,80.33333333333333,percent,unweighted mean valid_smiles_rate across six optimization views
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,best_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,mean_improvement,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,scaffold_hard,28.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,scaffold_soft,55.63,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,success_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,valid_score_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_drd,valid_smiles_rate,80.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,best_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,mean_improvement,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,scaffold_hard,20.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,scaffold_soft,51.88,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,success_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,valid_score_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_gsk,valid_smiles_rate,78.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,best_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,mean_improvement,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,scaffold_hard,22.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,scaffold_soft,54.7,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,success_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,valid_score_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_jnk,valid_smiles_rate,78.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,best_rate,44.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,mean_improvement,0.47,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,scaffold_hard,36.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,scaffold_soft,58.55,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,success_rate,60.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,valid_score_rate,82.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_logp,valid_smiles_rate,82.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,best_rate,18.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,mean_improvement,0.16,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,scaffold_hard,38.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,scaffold_soft,63.23,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,success_rate,74.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,valid_score_rate,90.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_qed,valid_smiles_rate,90.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,best_rate,36.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,mean_improvement,0.36,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,scaffold_hard,30.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,scaffold_soft,53.6,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,success_rate,54.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,valid_score_rate,74.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,test,,,True,False,chemcotbench_mol_opt_solubility,valid_smiles_rate,74.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,True,__paper_aggregate__,success_rate,32.333333333333336,percent,unweighted mean success_rate across six optimization views
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,True,__paper_aggregate__,valid_smiles_rate,78.66666666666667,percent,unweighted mean valid_smiles_rate across six optimization views
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,best_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,mean_improvement,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,scaffold_hard,34.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,scaffold_soft,60.94,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,success_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,valid_score_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_drd,valid_smiles_rate,92.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,best_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,mean_improvement,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,scaffold_hard,26.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,scaffold_soft,54.52,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,success_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,valid_score_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_gsk,valid_smiles_rate,80.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,best_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,mean_improvement,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,scaffold_hard,20.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,scaffold_soft,48.35,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,success_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,valid_score_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_jnk,valid_smiles_rate,68.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,best_rate,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,mean_improvement,0.64,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,scaffold_hard,24.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,scaffold_soft,53.58,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,success_rate,68.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,valid_score_rate,82.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_logp,valid_smiles_rate,82.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,best_rate,22.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,mean_improvement,0.15,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,scaffold_hard,44.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,scaffold_soft,60.3,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,success_rate,68.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,valid_score_rate,76.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_qed,valid_smiles_rate,76.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,best_rate,34.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,mean_improvement,0.48,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,scaffold_hard,28.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,scaffold_soft,49.38,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,success_rate,58.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,valid_score_rate,74.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,final,validation,,,True,False,chemcotbench_mol_opt_solubility,valid_smiles_rate,74.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,True,__paper_aggregate__,success_rate,34.666666666666664,percent,unweighted mean success_rate across six optimization views
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,True,__paper_aggregate__,valid_smiles_rate,80.66666666666667,percent,unweighted mean valid_smiles_rate across six optimization views
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_drd,best_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_drd,mean_improvement,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_drd,scaffold_hard,32.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_drd,scaffold_soft,62.24,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_drd,success_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_drd,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_drd,valid_score_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_drd,valid_smiles_rate,90.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_gsk,best_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_gsk,mean_improvement,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_gsk,scaffold_hard,16.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_gsk,scaffold_soft,50.6,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_gsk,success_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_gsk,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_gsk,valid_score_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_gsk,valid_smiles_rate,78.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_jnk,best_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_jnk,mean_improvement,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_jnk,scaffold_hard,20.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_jnk,scaffold_soft,48.71,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_jnk,success_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_jnk,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_jnk,valid_score_rate,0.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_jnk,valid_smiles_rate,68.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_logp,best_rate,48.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_logp,mean_improvement,0.49,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_logp,scaffold_hard,32.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_logp,scaffold_soft,60.5,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_logp,success_rate,68.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_logp,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_logp,valid_score_rate,84.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_logp,valid_smiles_rate,84.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_qed,best_rate,28.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_qed,mean_improvement,0.18,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_qed,scaffold_hard,48.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_qed,scaffold_soft,65.27,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_qed,success_rate,78.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_qed,total_count,50.0,,
ft-agent/main/chemcotbench_mol_opt/run-1,ft-agent-main,chemcotbench_mol_opt,loop,validation,0,0,False,False,chemcotbench_mol_opt_qed,valid_score_rate,86.0,,
